id,left,top,right,bottom,row_index,col_index,id_2,geometry
548.0,250388.21380677065,317203.41320759384,250403.21380677065,317188.41320759384,7.0,9.0,1,"POLYGON ((250403.2138067707 317203.4132075938, 250403.2138067707 317188.4132075938, 250388.2138067707 317188.4132075938, 250388.2138067707 317203.4132075938, 250403.2138067707 317203.4132075938))"
545.0,250388.21380677065,317248.41320759384,250403.21380677065,317233.41320759384,4.0,9.0,1,"POLYGON ((250403.2138067707 317248.4132075938, 250403.2138067707 317233.4132075938, 250388.2138067707 317233.4132075938, 250388.2138067707 317248.4132075938, 250403.2138067707 317248.4132075938))"
546.0,250388.21380677065,317233.41320759384,250403.21380677065,317218.41320759384,5.0,9.0,1,"POLYGON ((250403.2138067707 317233.4132075938, 250403.2138067707 317218.4132075938, 250388.2138067707 317218.4132075938, 250388.2138067707 317233.4132075938, 250403.2138067707 317233.4132075938))"
551.0,250388.21380677065,317158.41320759384,250403.21380677065,317143.41320759384,10.0,9.0,1,"POLYGON ((250403.2138067707 317158.4132075938, 250403.2138067707 317143.4132075938, 250388.2138067707 317143.4132075938, 250388.2138067707 317158.4132075938, 250403.2138067707 317158.4132075938))"
552.0,250388.21380677065,317143.41320759384,250403.21380677065,317128.41320759384,11.0,9.0,1,"POLYGON ((250403.2138067707 317143.4132075938, 250403.2138067707 317128.4132075938, 250388.2138067707 317128.4132075938, 250388.2138067707 317143.4132075938, 250403.2138067707 317143.4132075938))"
549.0,250388.21380677065,317188.41320759384,250403.21380677065,317173.41320759384,8.0,9.0,1,"POLYGON ((250403.2138067707 317188.4132075938, 250403.2138067707 317173.4132075938, 250388.2138067707 317173.4132075938, 250388.2138067707 317188.4132075938, 250403.2138067707 317188.4132075938))"
550.0,250388.21380677065,317173.41320759384,250403.21380677065,317158.41320759384,9.0,9.0,1,"POLYGON ((250403.2138067707 317173.4132075938, 250403.2138067707 317158.4132075938, 250388.2138067707 317158.4132075938, 250388.2138067707 317173.4132075938, 250403.2138067707 317173.4132075938))"
626.0,250403.21380677065,316933.41320759384,250418.21380677065,316918.41320759384,25.0,10.0,1,"POLYGON ((250418.2138067707 316933.4132075938, 250418.2138067707 316918.4132075938, 250403.2138067707 316918.4132075938, 250403.2138067707 316933.4132075938, 250418.2138067707 316933.4132075938))"
627.0,250403.21380677065,316918.41320759384,250418.21380677065,316903.41320759384,26.0,10.0,1,"POLYGON ((250418.2138067707 316918.4132075938, 250418.2138067707 316903.4132075938, 250403.2138067707 316903.4132075938, 250403.2138067707 316918.4132075938, 250418.2138067707 316918.4132075938))"
624.0,250403.21380677065,316963.41320759384,250418.21380677065,316948.41320759384,23.0,10.0,1,"POLYGON ((250418.2138067707 316963.4132075938, 250418.2138067707 316948.4132075938, 250403.2138067707 316948.4132075938, 250403.2138067707 316963.4132075938, 250418.2138067707 316963.4132075938))"
625.0,250403.21380677065,316948.41320759384,250418.21380677065,316933.41320759384,24.0,10.0,1,"POLYGON ((250418.2138067707 316948.4132075938, 250418.2138067707 316933.4132075938, 250403.2138067707 316933.4132075938, 250403.2138067707 316948.4132075938, 250418.2138067707 316948.4132075938))"
630.0,250403.21380677065,316873.41320759384,250418.21380677065,316858.41320759384,29.0,10.0,1,"POLYGON ((250418.2138067707 316873.4132075938, 250418.2138067707 316858.4132075938, 250403.2138067707 316858.4132075938, 250403.2138067707 316873.4132075938, 250418.2138067707 316873.4132075938))"
631.0,250403.21380677065,316858.41320759384,250418.21380677065,316843.41320759384,30.0,10.0,1,"POLYGON ((250418.2138067707 316858.4132075938, 250418.2138067707 316843.4132075938, 250403.2138067707 316843.4132075938, 250403.2138067707 316858.4132075938, 250418.2138067707 316858.4132075938))"
628.0,250403.21380677065,316903.41320759384,250418.21380677065,316888.41320759384,27.0,10.0,1,"POLYGON ((250418.2138067707 316903.4132075938, 250418.2138067707 316888.4132075938, 250403.2138067707 316888.4132075938, 250403.2138067707 316903.4132075938, 250418.2138067707 316903.4132075938))"
629.0,250403.21380677065,316888.41320759384,250418.21380677065,316873.41320759384,28.0,10.0,1,"POLYGON ((250418.2138067707 316888.4132075938, 250418.2138067707 316873.4132075938, 250403.2138067707 316873.4132075938, 250403.2138067707 316888.4132075938, 250418.2138067707 316888.4132075938))"
618.0,250403.21380677065,317053.41320759384,250418.21380677065,317038.41320759384,17.0,10.0,1,"POLYGON ((250418.2138067707 317053.4132075938, 250418.2138067707 317038.4132075938, 250403.2138067707 317038.4132075938, 250403.2138067707 317053.4132075938, 250418.2138067707 317053.4132075938))"
619.0,250403.21380677065,317038.41320759384,250418.21380677065,317023.41320759384,18.0,10.0,1,"POLYGON ((250418.2138067707 317038.4132075938, 250418.2138067707 317023.4132075938, 250403.2138067707 317023.4132075938, 250403.2138067707 317038.4132075938, 250418.2138067707 317038.4132075938))"
616.0,250403.21380677065,317083.41320759384,250418.21380677065,317068.41320759384,15.0,10.0,1,"POLYGON ((250418.2138067707 317083.4132075938, 250418.2138067707 317068.4132075938, 250403.2138067707 317068.4132075938, 250403.2138067707 317083.4132075938, 250418.2138067707 317083.4132075938))"
617.0,250403.21380677065,317068.41320759384,250418.21380677065,317053.41320759384,16.0,10.0,1,"POLYGON ((250418.2138067707 317068.4132075938, 250418.2138067707 317053.4132075938, 250403.2138067707 317053.4132075938, 250403.2138067707 317068.4132075938, 250418.2138067707 317068.4132075938))"
622.0,250403.21380677065,316993.41320759384,250418.21380677065,316978.41320759384,21.0,10.0,1,"POLYGON ((250418.2138067707 316993.4132075938, 250418.2138067707 316978.4132075938, 250403.2138067707 316978.4132075938, 250403.2138067707 316993.4132075938, 250418.2138067707 316993.4132075938))"
623.0,250403.21380677065,316978.41320759384,250418.21380677065,316963.41320759384,22.0,10.0,1,"POLYGON ((250418.2138067707 316978.4132075938, 250418.2138067707 316963.4132075938, 250403.2138067707 316963.4132075938, 250403.2138067707 316978.4132075938, 250418.2138067707 316978.4132075938))"
620.0,250403.21380677065,317023.41320759384,250418.21380677065,317008.41320759384,19.0,10.0,1,"POLYGON ((250418.2138067707 317023.4132075938, 250418.2138067707 317008.4132075938, 250403.2138067707 317008.4132075938, 250403.2138067707 317023.4132075938, 250418.2138067707 317023.4132075938))"
621.0,250403.21380677065,317008.41320759384,250418.21380677065,316993.41320759384,20.0,10.0,1,"POLYGON ((250418.2138067707 317008.4132075938, 250418.2138067707 316993.4132075938, 250403.2138067707 316993.4132075938, 250403.2138067707 317008.4132075938, 250418.2138067707 317008.4132075938))"
610.0,250403.21380677065,317173.41320759384,250418.21380677065,317158.41320759384,9.0,10.0,1,"POLYGON ((250418.2138067707 317173.4132075938, 250418.2138067707 317158.4132075938, 250403.2138067707 317158.4132075938, 250403.2138067707 317173.4132075938, 250418.2138067707 317173.4132075938))"
611.0,250403.21380677065,317158.41320759384,250418.21380677065,317143.41320759384,10.0,10.0,1,"POLYGON ((250418.2138067707 317158.4132075938, 250418.2138067707 317143.4132075938, 250403.2138067707 317143.4132075938, 250403.2138067707 317158.4132075938, 250418.2138067707 317158.4132075938))"
608.0,250403.21380677065,317203.41320759384,250418.21380677065,317188.41320759384,7.0,10.0,1,"POLYGON ((250418.2138067707 317203.4132075938, 250418.2138067707 317188.4132075938, 250403.2138067707 317188.4132075938, 250403.2138067707 317203.4132075938, 250418.2138067707 317203.4132075938))"
609.0,250403.21380677065,317188.41320759384,250418.21380677065,317173.41320759384,8.0,10.0,1,"POLYGON ((250418.2138067707 317188.4132075938, 250418.2138067707 317173.4132075938, 250403.2138067707 317173.4132075938, 250403.2138067707 317188.4132075938, 250418.2138067707 317188.4132075938))"
614.0,250403.21380677065,317113.41320759384,250418.21380677065,317098.41320759384,13.0,10.0,1,"POLYGON ((250418.2138067707 317113.4132075938, 250418.2138067707 317098.4132075938, 250403.2138067707 317098.4132075938, 250403.2138067707 317113.4132075938, 250418.2138067707 317113.4132075938))"
615.0,250403.21380677065,317098.41320759384,250418.21380677065,317083.41320759384,14.0,10.0,1,"POLYGON ((250418.2138067707 317098.4132075938, 250418.2138067707 317083.4132075938, 250403.2138067707 317083.4132075938, 250403.2138067707 317098.4132075938, 250418.2138067707 317098.4132075938))"
612.0,250403.21380677065,317143.41320759384,250418.21380677065,317128.41320759384,11.0,10.0,1,"POLYGON ((250418.2138067707 317143.4132075938, 250418.2138067707 317128.4132075938, 250403.2138067707 317128.4132075938, 250403.2138067707 317143.4132075938, 250418.2138067707 317143.4132075938))"
613.0,250403.21380677065,317128.41320759384,250418.21380677065,317113.41320759384,12.0,10.0,1,"POLYGON ((250418.2138067707 317128.4132075938, 250418.2138067707 317113.4132075938, 250403.2138067707 317113.4132075938, 250403.2138067707 317128.4132075938, 250418.2138067707 317128.4132075938))"
603.0,250403.21380677065,317278.41320759384,250418.21380677065,317263.41320759384,2.0,10.0,1,"POLYGON ((250418.2138067707 317278.4132075938, 250418.2138067707 317263.4132075938, 250403.2138067707 317263.4132075938, 250403.2138067707 317278.4132075938, 250418.2138067707 317278.4132075938))"
606.0,250403.21380677065,317233.41320759384,250418.21380677065,317218.41320759384,5.0,10.0,1,"POLYGON ((250418.2138067707 317233.4132075938, 250418.2138067707 317218.4132075938, 250403.2138067707 317218.4132075938, 250403.2138067707 317233.4132075938, 250418.2138067707 317233.4132075938))"
607.0,250403.21380677065,317218.41320759384,250418.21380677065,317203.41320759384,6.0,10.0,1,"POLYGON ((250418.2138067707 317218.4132075938, 250418.2138067707 317203.4132075938, 250403.2138067707 317203.4132075938, 250403.2138067707 317218.4132075938, 250418.2138067707 317218.4132075938))"
604.0,250403.21380677065,317263.41320759384,250418.21380677065,317248.41320759384,3.0,10.0,1,"POLYGON ((250418.2138067707 317263.4132075938, 250418.2138067707 317248.4132075938, 250403.2138067707 317248.4132075938, 250403.2138067707 317263.4132075938, 250418.2138067707 317263.4132075938))"
605.0,250403.21380677065,317248.41320759384,250418.21380677065,317233.41320759384,4.0,10.0,1,"POLYGON ((250418.2138067707 317248.4132075938, 250418.2138067707 317233.4132075938, 250403.2138067707 317233.4132075938, 250403.2138067707 317248.4132075938, 250418.2138067707 317248.4132075938))"
679.0,250418.21380677065,317038.41320759384,250433.21380677065,317023.41320759384,18.0,11.0,1,"POLYGON ((250433.2138067707 317038.4132075938, 250433.2138067707 317023.4132075938, 250418.2138067707 317023.4132075938, 250418.2138067707 317038.4132075938, 250433.2138067707 317038.4132075938))"
680.0,250418.21380677065,317023.41320759384,250433.21380677065,317008.41320759384,19.0,11.0,1,"POLYGON ((250433.2138067707 317023.4132075938, 250433.2138067707 317008.4132075938, 250418.2138067707 317008.4132075938, 250418.2138067707 317023.4132075938, 250433.2138067707 317023.4132075938))"
677.0,250418.21380677065,317068.41320759384,250433.21380677065,317053.41320759384,16.0,11.0,1,"POLYGON ((250433.2138067707 317068.4132075938, 250433.2138067707 317053.4132075938, 250418.2138067707 317053.4132075938, 250418.2138067707 317068.4132075938, 250433.2138067707 317068.4132075938))"
678.0,250418.21380677065,317053.41320759384,250433.21380677065,317038.41320759384,17.0,11.0,1,"POLYGON ((250433.2138067707 317053.4132075938, 250433.2138067707 317038.4132075938, 250418.2138067707 317038.4132075938, 250418.2138067707 317053.4132075938, 250433.2138067707 317053.4132075938))"
683.0,250418.21380677065,316978.41320759384,250433.21380677065,316963.41320759384,22.0,11.0,1,"POLYGON ((250433.2138067707 316978.4132075938, 250433.2138067707 316963.4132075938, 250418.2138067707 316963.4132075938, 250418.2138067707 316978.4132075938, 250433.2138067707 316978.4132075938))"
684.0,250418.21380677065,316963.41320759384,250433.21380677065,316948.41320759384,23.0,11.0,1,"POLYGON ((250433.2138067707 316963.4132075938, 250433.2138067707 316948.4132075938, 250418.2138067707 316948.4132075938, 250418.2138067707 316963.4132075938, 250433.2138067707 316963.4132075938))"
681.0,250418.21380677065,317008.41320759384,250433.21380677065,316993.41320759384,20.0,11.0,1,"POLYGON ((250433.2138067707 317008.4132075938, 250433.2138067707 316993.4132075938, 250418.2138067707 316993.4132075938, 250418.2138067707 317008.4132075938, 250433.2138067707 317008.4132075938))"
682.0,250418.21380677065,316993.41320759384,250433.21380677065,316978.41320759384,21.0,11.0,1,"POLYGON ((250433.2138067707 316993.4132075938, 250433.2138067707 316978.4132075938, 250418.2138067707 316978.4132075938, 250418.2138067707 316993.4132075938, 250433.2138067707 316993.4132075938))"
671.0,250418.21380677065,317158.41320759384,250433.21380677065,317143.41320759384,10.0,11.0,1,"POLYGON ((250433.2138067707 317158.4132075938, 250433.2138067707 317143.4132075938, 250418.2138067707 317143.4132075938, 250418.2138067707 317158.4132075938, 250433.2138067707 317158.4132075938))"
672.0,250418.21380677065,317143.41320759384,250433.21380677065,317128.41320759384,11.0,11.0,1,"POLYGON ((250433.2138067707 317143.4132075938, 250433.2138067707 317128.4132075938, 250418.2138067707 317128.4132075938, 250418.2138067707 317143.4132075938, 250433.2138067707 317143.4132075938))"
669.0,250418.21380677065,317188.41320759384,250433.21380677065,317173.41320759384,8.0,11.0,1,"POLYGON ((250433.2138067707 317188.4132075938, 250433.2138067707 317173.4132075938, 250418.2138067707 317173.4132075938, 250418.2138067707 317188.4132075938, 250433.2138067707 317188.4132075938))"
670.0,250418.21380677065,317173.41320759384,250433.21380677065,317158.41320759384,9.0,11.0,1,"POLYGON ((250433.2138067707 317173.4132075938, 250433.2138067707 317158.4132075938, 250418.2138067707 317158.4132075938, 250418.2138067707 317173.4132075938, 250433.2138067707 317173.4132075938))"
675.0,250418.21380677065,317098.41320759384,250433.21380677065,317083.41320759384,14.0,11.0,1,"POLYGON ((250433.2138067707 317098.4132075938, 250433.2138067707 317083.4132075938, 250418.2138067707 317083.4132075938, 250418.2138067707 317098.4132075938, 250433.2138067707 317098.4132075938))"
676.0,250418.21380677065,317083.41320759384,250433.21380677065,317068.41320759384,15.0,11.0,1,"POLYGON ((250433.2138067707 317083.4132075938, 250433.2138067707 317068.4132075938, 250418.2138067707 317068.4132075938, 250418.2138067707 317083.4132075938, 250433.2138067707 317083.4132075938))"
673.0,250418.21380677065,317128.41320759384,250433.21380677065,317113.41320759384,12.0,11.0,1,"POLYGON ((250433.2138067707 317128.4132075938, 250433.2138067707 317113.4132075938, 250418.2138067707 317113.4132075938, 250418.2138067707 317128.4132075938, 250433.2138067707 317128.4132075938))"
674.0,250418.21380677065,317113.41320759384,250433.21380677065,317098.41320759384,13.0,11.0,1,"POLYGON ((250433.2138067707 317113.4132075938, 250433.2138067707 317098.4132075938, 250418.2138067707 317098.4132075938, 250418.2138067707 317113.4132075938, 250433.2138067707 317113.4132075938))"
663.0,250418.21380677065,317278.41320759384,250433.21380677065,317263.41320759384,2.0,11.0,1,"POLYGON ((250433.2138067707 317278.4132075938, 250433.2138067707 317263.4132075938, 250418.2138067707 317263.4132075938, 250418.2138067707 317278.4132075938, 250433.2138067707 317278.4132075938))"
664.0,250418.21380677065,317263.41320759384,250433.21380677065,317248.41320759384,3.0,11.0,1,"POLYGON ((250433.2138067707 317263.4132075938, 250433.2138067707 317248.4132075938, 250418.2138067707 317248.4132075938, 250418.2138067707 317263.4132075938, 250433.2138067707 317263.4132075938))"
667.0,250418.21380677065,317218.41320759384,250433.21380677065,317203.41320759384,6.0,11.0,1,"POLYGON ((250433.2138067707 317218.4132075938, 250433.2138067707 317203.4132075938, 250418.2138067707 317203.4132075938, 250418.2138067707 317218.4132075938, 250433.2138067707 317218.4132075938))"
668.0,250418.21380677065,317203.41320759384,250433.21380677065,317188.41320759384,7.0,11.0,1,"POLYGON ((250433.2138067707 317203.4132075938, 250433.2138067707 317188.4132075938, 250418.2138067707 317188.4132075938, 250418.2138067707 317203.4132075938, 250433.2138067707 317203.4132075938))"
665.0,250418.21380677065,317248.41320759384,250433.21380677065,317233.41320759384,4.0,11.0,1,"POLYGON ((250433.2138067707 317248.4132075938, 250433.2138067707 317233.4132075938, 250418.2138067707 317233.4132075938, 250418.2138067707 317248.4132075938, 250433.2138067707 317248.4132075938))"
666.0,250418.21380677065,317233.41320759384,250433.21380677065,317218.41320759384,5.0,11.0,1,"POLYGON ((250433.2138067707 317233.4132075938, 250433.2138067707 317218.4132075938, 250418.2138067707 317218.4132075938, 250418.2138067707 317233.4132075938, 250433.2138067707 317233.4132075938))"
634.0,250403.21380677065,316813.41320759384,250418.21380677065,316798.41320759384,33.0,10.0,1,"POLYGON ((250418.2138067707 316813.4132075938, 250418.2138067707 316798.4132075938, 250403.2138067707 316798.4132075938, 250403.2138067707 316813.4132075938, 250418.2138067707 316813.4132075938))"
635.0,250403.21380677065,316798.41320759384,250418.21380677065,316783.41320759384,34.0,10.0,1,"POLYGON ((250418.2138067707 316798.4132075938, 250418.2138067707 316783.4132075938, 250403.2138067707 316783.4132075938, 250403.2138067707 316798.4132075938, 250418.2138067707 316798.4132075938))"
632.0,250403.21380677065,316843.41320759384,250418.21380677065,316828.41320759384,31.0,10.0,1,"POLYGON ((250418.2138067707 316843.4132075938, 250418.2138067707 316828.4132075938, 250403.2138067707 316828.4132075938, 250403.2138067707 316843.4132075938, 250418.2138067707 316843.4132075938))"
633.0,250403.21380677065,316828.41320759384,250418.21380677065,316813.41320759384,32.0,10.0,1,"POLYGON ((250418.2138067707 316828.4132075938, 250418.2138067707 316813.4132075938, 250403.2138067707 316813.4132075938, 250403.2138067707 316828.4132075938, 250418.2138067707 316828.4132075938))"
636.0,250403.21380677065,316783.41320759384,250418.21380677065,316768.41320759384,35.0,10.0,1,"POLYGON ((250418.2138067707 316783.4132075938, 250418.2138067707 316768.4132075938, 250403.2138067707 316768.4132075938, 250403.2138067707 316783.4132075938, 250418.2138067707 316783.4132075938))"
728.0,250433.21380677065,317203.41320759384,250448.21380677065,317188.41320759384,7.0,12.0,1,"POLYGON ((250448.2138067707 317203.4132075938, 250448.2138067707 317188.4132075938, 250433.2138067707 317188.4132075938, 250433.2138067707 317203.4132075938, 250448.2138067707 317203.4132075938))"
729.0,250433.21380677065,317188.41320759384,250448.21380677065,317173.41320759384,8.0,12.0,1,"POLYGON ((250448.2138067707 317188.4132075938, 250448.2138067707 317173.4132075938, 250433.2138067707 317173.4132075938, 250433.2138067707 317188.4132075938, 250448.2138067707 317188.4132075938))"
726.0,250433.21380677065,317233.41320759384,250448.21380677065,317218.41320759384,5.0,12.0,1,"POLYGON ((250448.2138067707 317233.4132075938, 250448.2138067707 317218.4132075938, 250433.2138067707 317218.4132075938, 250433.2138067707 317233.4132075938, 250448.2138067707 317233.4132075938))"
727.0,250433.21380677065,317218.41320759384,250448.21380677065,317203.41320759384,6.0,12.0,1,"POLYGON ((250448.2138067707 317218.4132075938, 250448.2138067707 317203.4132075938, 250433.2138067707 317203.4132075938, 250433.2138067707 317218.4132075938, 250448.2138067707 317218.4132075938))"
732.0,250433.21380677065,317143.41320759384,250448.21380677065,317128.41320759384,11.0,12.0,1,"POLYGON ((250448.2138067707 317143.4132075938, 250448.2138067707 317128.4132075938, 250433.2138067707 317128.4132075938, 250433.2138067707 317143.4132075938, 250448.2138067707 317143.4132075938))"
733.0,250433.21380677065,317128.41320759384,250448.21380677065,317113.41320759384,12.0,12.0,1,"POLYGON ((250448.2138067707 317128.4132075938, 250448.2138067707 317113.4132075938, 250433.2138067707 317113.4132075938, 250433.2138067707 317128.4132075938, 250448.2138067707 317128.4132075938))"
730.0,250433.21380677065,317173.41320759384,250448.21380677065,317158.41320759384,9.0,12.0,1,"POLYGON ((250448.2138067707 317173.4132075938, 250448.2138067707 317158.4132075938, 250433.2138067707 317158.4132075938, 250433.2138067707 317173.4132075938, 250448.2138067707 317173.4132075938))"
731.0,250433.21380677065,317158.41320759384,250448.21380677065,317143.41320759384,10.0,12.0,1,"POLYGON ((250448.2138067707 317158.4132075938, 250448.2138067707 317143.4132075938, 250433.2138067707 317143.4132075938, 250433.2138067707 317158.4132075938, 250448.2138067707 317158.4132075938))"
724.0,250433.21380677065,317263.41320759384,250448.21380677065,317248.41320759384,3.0,12.0,1,"POLYGON ((250448.2138067707 317263.4132075938, 250448.2138067707 317248.4132075938, 250433.2138067707 317248.4132075938, 250433.2138067707 317263.4132075938, 250448.2138067707 317263.4132075938))"
725.0,250433.21380677065,317248.41320759384,250448.21380677065,317233.41320759384,4.0,12.0,1,"POLYGON ((250448.2138067707 317248.4132075938, 250448.2138067707 317233.4132075938, 250433.2138067707 317233.4132075938, 250433.2138067707 317248.4132075938, 250448.2138067707 317248.4132075938))"
723.0,250433.21380677065,317278.41320759384,250448.21380677065,317263.41320759384,2.0,12.0,1,"POLYGON ((250448.2138067707 317278.4132075938, 250448.2138067707 317263.4132075938, 250433.2138067707 317263.4132075938, 250433.2138067707 317278.4132075938, 250448.2138067707 317278.4132075938))"
695.0,250418.21380677065,316798.41320759384,250433.21380677065,316783.41320759384,34.0,11.0,1,"POLYGON ((250433.2138067707 316798.4132075938, 250433.2138067707 316783.4132075938, 250418.2138067707 316783.4132075938, 250418.2138067707 316798.4132075938, 250433.2138067707 316798.4132075938))"
696.0,250418.21380677065,316783.41320759384,250433.21380677065,316768.41320759384,35.0,11.0,1,"POLYGON ((250433.2138067707 316783.4132075938, 250433.2138067707 316768.4132075938, 250418.2138067707 316768.4132075938, 250418.2138067707 316783.4132075938, 250433.2138067707 316783.4132075938))"
